"day","time_start","time_end","origin_sta","destination_sta","load"
weekday,00:00,01:00,62000011,50000072,83.795748
weekday,00:00,01:00,50000072,62000011,84.472850
weekday,00:00,01:00,62000011,50000073,80.592877
weekday,00:00,01:00,50000073,62000011,54.221788
weekday,00:00,01:00,62000011,50000074,58.221026
weekday,00:00,01:00,50000074,62000011,86.572926
weekday,00:00,01:00,62000011,50000081,78.527846
weekday,00:00,01:00,50000081,62000011,69.948828
weekday,00:00,01:00,62000011,50000082,72.363750
weekday,00:00,01:00,50000082,62000011,54.909299
weekday,00:00,01:00,62000011,50000083,88.283396
weekday,00:00,01:00,50000083,62000011,72.170264
weekday,00:00,01:00,62000011,50000091,85.725836
weekday,00:00,01:00,50000091,62000011,71.103424
weekday,00:00,01:00,62000011,50000092,80.772899
weekday,00:00,01:00,50000092,62000011,73.237643
weekday,00:00,01:00,62000011,50000093,73.610873
weekday,00:00,01:00,50000093,62000011,75.092500
weekday,00:00,01:00,62000011,50000094,71.583182
weekday,00:00,01:00,50000094,62000011,73.927994
weekday,00:00,01:00,62000021,50000011,77.308142
weekday,00:00,01:00,50000011,62000021,78.475539
weekday,00:00,01:00,62000021,50000012,77.912742
weekday,00:00,01:00,50000012,62000021,64.113520
weekday,00:00,01:00,62000021,50000013,78.995773
weekday,00:00,01:00,50000013,62000021,83.610195
weekday,00:00,01:00,62000021,50000021,58.992087
weekday,00:00,01:00,50000021,62000021,76.218028
weekday,00:00,01:00,62000021,50000022,87.009699
weekday,00:00,01:00,50000022,62000021,72.537602
weekday,00:00,01:00,62000021,50000023,83.054178
weekday,00:00,01:00,50000023,62000021,66.568016
weekday,00:00,01:00,62000021,50000031,81.005693
weekday,00:00,01:00,50000031,62000021,64.459695
weekday,00:00,01:00,62000021,50000032,76.621529
weekday,00:00,01:00,50000032,62000021,59.525569
weekday,00:00,01:00,62000021,50000033,58.835131
weekday,00:00,01:00,50000033,62000021,77.389682
weekday,00:00,01:00,62000021,50000034,63.299757
weekday,00:00,01:00,50000034,62000021,63.612252
weekday,00:00,01:00,62000021,50000041,81.189875
weekday,00:00,01:00,50000041,62000021,96.285094
weekday,00:00,01:00,62000021,50000042,81.343385
weekday,00:00,01:00,50000042,62000021,85.340981
weekday,00:00,01:00,62000021,50000043,64.042342
weekday,00:00,01:00,50000043,62000021,64.107690
weekday,00:00,01:00,62000021,50000051,72.748035
weekday,00:00,01:00,50000051,62000021,74.384921
weekday,00:00,01:00,62000021,50000052,95.785531
weekday,00:00,01:00,50000052,62000021,74.951896
weekday,00:00,01:00,62000021,50000053,81.224675
weekday,00:00,01:00,50000053,62000021,78.798814
weekday,00:00,01:00,62000021,50000054,68.589580
weekday,00:00,01:00,50000054,62000021,74.485752
weekday,00:00,01:00,62000021,50000055,72.494217
weekday,00:00,01:00,50000055,62000021,57.367680
weekday,00:00,01:00,62000021,50000061,83.797365
weekday,00:00,01:00,50000061,62000021,71.476762
weekday,00:00,01:00,62000021,50000062,91.336237
weekday,00:00,01:00,50000062,62000021,65.539372
weekday,00:00,01:00,62000021,50000071,83.239360
weekday,00:00,01:00,50000071,62000021,74.416897
weekday,00:00,01:00,62000021,50000072,76.782386
weekday,00:00,01:00,50000072,62000021,90.567543
weekday,00:00,01:00,62000021,50000073,72.340784
weekday,00:00,01:00,50000073,62000021,72.093093
weekday,00:00,01:00,62000021,50000074,69.750508
weekday,00:00,01:00,50000074,62000021,63.316121
weekday,00:00,01:00,62000021,50000081,87.230249
weekday,00:00,01:00,50000081,62000021,86.662296
weekday,00:00,01:00,62000021,50000082,85.679548
weekday,00:00,01:00,50000082,62000021,73.950475
weekday,00:00,01:00,62000021,50000083,79.393005
weekday,00:00,01:00,50000083,62000021,62.541226
weekday,00:00,01:00,62000021,50000091,61.401909
weekday,00:00,01:00,50000091,62000021,74.990327
weekday,00:00,01:00,62000021,50000092,67.148284
weekday,00:00,01:00,50000092,62000021,73.786522
weekday,00:00,01:00,62000021,50000093,73.257721
weekday,00:00,01:00,50000093,62000021,78.846172
weekday,00:00,01:00,62000021,50000094,85.077648
weekday,00:00,01:00,50000094,62000021,83.220351
weekday,00:00,01:00,62000022,50000011,77.479241
weekday,00:00,01:00,50000011,62000022,64.333964
weekday,00:00,01:00,62000022,50000012,91.774850
weekday,00:00,01:00,50000012,62000022,93.408407
weekday,00:00,01:00,62000022,50000013,66.449074
weekday,00:00,01:00,50000013,62000022,68.496969
weekday,00:00,01:00,62000022,50000021,68.651199
weekday,00:00,01:00,50000021,62000022,76.824548
weekday,00:00,01:00,62000022,50000022,64.071313
weekday,00:00,01:00,50000022,62000022,74.247569
weekday,00:00,01:00,62000022,50000023,77.053345
weekday,00:00,01:00,50000023,62000022,82.143281
weekday,00:00,01:00,62000022,50000031,84.207987
weekday,00:00,01:00,50000031,62000022,86.107041
weekday,00:00,01:00,62000022,50000032,70.806089
weekday,00:00,01:00,50000032,62000022,73.492232
weekday,00:00,01:00,62000022,50000033,72.575851
weekday,00:00,01:00,50000033,62000022,82.431385
weekday,00:00,01:00,62000022,50000034,79.342979
weekday,00:00,01:00,50000034,62000022,80.148419
weekday,00:00,01:00,62000022,50000041,95.962016
weekday,00:00,01:00,50000041,62000022,81.122893
weekday,00:00,01:00,62000022,50000042,90.228557
weekday,00:00,01:00,50000042,62000022,68.855083
weekday,00:00,01:00,62000022,50000043,79.272866
weekday,00:00,01:00,50000043,62000022,66.846377
weekday,00:00,01:00,62000022,50000051,82.882508
weekday,00:00,01:00,50000051,62000022,95.853219
weekday,00:00,01:00,62000022,50000052,80.704022
weekday,00:00,01:00,50000052,62000022,74.461884
weekday,00:00,01:00,62000022,50000053,92.745973
weekday,00:00,01:00,50000053,62000022,77.966106
weekday,00:00,01:00,62000022,50000054,53.716350
weekday,00:00,01:00,50000054,62000022,71.710340
weekday,00:00,01:00,62000022,50000055,69.800014
weekday,00:00,01:00,50000055,62000022,80.216614
weekday,00:00,01:00,62000022,50000061,84.122173
weekday,00:00,01:00,50000061,62000022,74.929451
weekday,00:00,01:00,62000022,50000062,77.543827
weekday,00:00,01:00,50000062,62000022,81.866754
weekday,00:00,01:00,62000022,50000071,66.368782
weekday,00:00,01:00,50000071,62000022,77.468716
weekday,00:00,01:00,62000022,50000072,74.708003
weekday,00:00,01:00,50000072,62000022,70.849674
weekday,00:00,01:00,62000022,50000073,63.184923
weekday,00:00,01:00,50000073,62000022,69.536787
weekday,00:00,01:00,62000022,50000074,87.416627
weekday,00:00,01:00,50000074,62000022,89.271177
weekday,00:00,01:00,62000022,50000081,79.647419
weekday,00:00,01:00,50000081,62000022,83.413127
weekday,00:00,01:00,62000022,50000082,70.874438
weekday,00:00,01:00,50000082,62000022,80.402767
weekday,00:00,01:00,62000022,50000083,81.094595
weekday,00:00,01:00,50000083,62000022,91.085810
weekday,00:00,01:00,62000022,50000091,62.782776
weekday,00:00,01:00,50000091,62000022,78.460218
weekday,00:00,01:00,62000022,50000092,86.001101
weekday,00:00,01:00,50000092,62000022,60.130400
weekday,00:00,01:00,62000022,50000093,71.242982
weekday,00:00,01:00,50000093,62000022,71.490782
weekday,00:00,01:00,62000022,50000094,52.121980
weekday,00:00,01:00,50000094,62000022,85.671853
weekday,00:00,01:00,62000031,50000011,67.009712
weekday,00:00,01:00,50000011,62000031,73.100864
weekday,00:00,01:00,62000031,50000012,82.973122
weekday,00:00,01:00,50000012,62000031,80.089491
weekday,00:00,01:00,62000031,50000013,88.788867
weekday,00:00,01:00,50000013,62000031,74.933450
weekday,00:00,01:00,62000031,50000021,85.872266
weekday,00:00,01:00,50000021,62000031,76.922914
weekday,00:00,01:00,62000031,50000022,86.634818
weekday,00:00,01:00,50000022,62000031,61.889841
weekday,00:00,01:00,62000031,50000023,83.111170
weekday,00:00,01:00,50000023,62000031,92.486340
weekday,00:00,01:00,62000031,50000031,95.288389
weekday,00:00,01:00,50000031,62000031,69.167730
weekday,00:00,01:00,62000031,50000032,74.186822
weekday,00:00,01:00,50000032,62000031,85.209133
weekday,00:00,01:00,62000031,50000033,78.822685
weekday,00:00,01:00,50000033,62000031,75.452921
weekday,00:00,01:00,62000031,50000034,79.099398
weekday,00:00,01:00,50000034,62000031,82.194923
weekday,00:00,01:00,62000031,50000041,68.167328
weekday,00:00,01:00,50000041,62000031,95.164863
weekday,00:00,01:00,62000031,50000042,70.970603
weekday,00:00,01:00,50000042,62000031,90.390971
weekday,00:00,01:00,62000031,50000043,61.332946
weekday,00:00,01:00,50000043,62000031,77.336471
weekday,00:00,01:00,62000031,50000051,74.912711
weekday,00:00,01:00,50000051,62000031,57.885144
weekday,00:00,01:00,62000031,50000052,67.097150
weekday,00:00,01:00,50000052,62000031,77.718736
weekday,00:00,01:00,62000031,50000053,54.420264
weekday,00:00,01:00,50000053,62000031,87.292399
weekday,00:00,01:00,62000031,50000054,80.053019
weekday,00:00,01:00,50000054,62000031,60.086436
weekday,00:00,01:00,62000031,50000055,57.957444
weekday,00:00,01:00,50000055,62000031,81.601918
weekday,00:00,01:00,62000031,50000061,86.424831
weekday,00:00,01:00,50000061,62000031,53.149245
weekday,00:00,01:00,62000031,50000062,73.680415
weekday,00:00,01:00,50000062,62000031,58.956725
weekday,00:00,01:00,62000031,50000071,71.832971
weekday,00:00,01:00,50000071,62000031,67.913775
weekday,00:00,01:00,62000031,50000072,82.026246
weekday,00:00,01:00,50000072,62000031,55.387400
weekday,00:00,01:00,62000031,50000073,80.227793
weekday,00:00,01:00,50000073,62000031,79.370969
weekday,00:00,01:00,62000031,50000074,64.131778
weekday,00:00,01:00,50000074,62000031,53.712990
weekday,00:00,01:00,62000031,50000081,71.976169
weekday,00:00,01:00,50000081,62000031,99.461410
weekday,00:00,01:00,62000031,50000082,80.873097
weekday,00:00,01:00,50000082,62000031,62.108889
weekday,00:00,01:00,62000031,50000083,71.922474
weekday,00:00,01:00,50000083,62000031,73.220076
weekday,00:00,01:00,62000031,50000091,83.882885
weekday,00:00,01:00,50000091,62000031,77.379086
weekday,00:00,01:00,62000031,50000092,89.029282
weekday,00:00,01:00,50000092,62000031,83.553948
weekday,00:00,01:00,62000031,50000093,60.804623
weekday,00:00,01:00,50000093,62000031,54.876823
weekday,00:00,01:00,62000031,50000094,84.095119
weekday,00:00,01:00,50000094,62000031,58.798010
weekday,00:00,01:00,62000032,50000011,95.972453
weekday,00:00,01:00,50000011,62000032,62.805651
weekday,00:00,01:00,62000032,50000012,80.361842
weekday,00:00,01:00,50000012,62000032,76.490491
weekday,00:00,01:00,62000032,50000013,70.495785
weekday,00:00,01:00,50000013,62000032,69.180029
weekday,00:00,01:00,62000032,50000021,68.110157
weekday,00:00,01:00,50000021,62000032,84.623444
weekday,00:00,01:00,62000032,50000022,56.717608
weekday,00:00,01:00,50000022,62000032,76.775211
weekday,00:00,01:00,62000032,50000023,69.431564
weekday,00:00,01:00,50000023,62000032,86.642536
weekday,00:00,01:00,62000032,50000031,60.869113
weekday,00:00,01:00,50000031,62000032,59.334502
weekday,00:00,01:00,62000032,50000032,68.105863
weekday,00:00,01:00,50000032,62000032,82.711362
weekday,00:00,01:00,62000032,50000033,79.704203
weekday,00:00,01:00,50000033,62000032,76.603649
weekday,00:00,01:00,62000032,50000034,57.431682
weekday,00:00,01:00,50000034,62000032,71.370418
weekday,00:00,01:00,62000032,50000041,83.915692
weekday,00:00,01:00,50000041,62000032,60.502165
weekday,00:00,01:00,62000032,50000042,88.001754
weekday,00:00,01:00,50000042,62000032,90.922758
weekday,00:00,01:00,62000032,50000043,73.447546
weekday,00:00,01:00,50000043,62000032,84.000708
weekday,00:00,01:00,62000032,50000051,78.569626
weekday,00:00,01:00,50000051,62000032,75.576234
weekday,00:00,01:00,62000032,50000052,67.835459
weekday,00:00,01:00,50000052,62000032,74.569248
weekday,00:00,01:00,62000032,50000053,64.599686
weekday,00:00,01:00,50000053,62000032,69.446366
weekday,00:00,01:00,62000032,50000054,84.369614
weekday,00:00,01:00,50000054,62000032,77.600021
weekday,00:00,01:00,62000032,50000055,65.197105
weekday,00:00,01:00,50000055,62000032,69.177492
weekday,00:00,01:00,62000032,50000061,77.654698
weekday,00:00,01:00,50000061,62000032,88.240224
weekday,00:00,01:00,62000032,50000062,88.310910
weekday,00:00,01:00,50000062,62000032,76.011168
weekday,00:00,01:00,62000032,50000071,83.620648
weekday,00:00,01:00,50000071,62000032,65.054036
weekday,00:00,01:00,62000032,50000072,57.990964
weekday,00:00,01:00,50000072,62000032,68.308575
weekday,00:00,01:00,62000032,50000073,84.545343
weekday,00:00,01:00,50000073,62000032,66.186813
weekday,00:00,01:00,62000032,50000074,91.356321
weekday,00:00,01:00,50000074,62000032,80.110184
weekday,00:00,01:00,62000032,50000081,91.892123
weekday,00:00,01:00,50000081,62000032,81.063786
weekday,00:00,01:00,62000032,50000082,74.155461
weekday,00:00,01:00,50000082,62000032,77.306981
weekday,00:00,01:00,62000032,50000083,81.678707
weekday,00:00,01:00,50000083,62000032,84.683334
weekday,00:00,01:00,62000032,50000091,71.720825
weekday,00:00,01:00,50000091,62000032,83.417545
weekday,00:00,01:00,62000032,50000092,74.395683
weekday,00:00,01:00,50000092,62000032,80.852767
weekday,00:00,01:00,62000032,50000093,45.418418
weekday,00:00,01:00,50000093,62000032,81.791777
weekday,00:00,01:00,62000032,50000094,90.596934
weekday,00:00,01:00,50000094,62000032,86.790490
weekday,00:00,01:00,62000041,50000011,82.623806
weekday,00:00,01:00,50000011,62000041,92.209149
weekday,00:00,01:00,62000041,50000012,71.074041
weekday,00:00,01:00,50000012,62000041,77.909757
weekday,00:00,01:00,62000041,50000013,83.328836
weekday,00:00,01:00,50000013,62000041,63.263129
weekday,00:00,01:00,62000041,50000021,76.622421
weekday,00:00,01:00,50000021,62000041,69.951922
weekday,00:00,01:00,62000041,50000022,88.450630
weekday,00:00,01:00,50000022,62000041,82.187562
weekday,00:00,01:00,62000041,50000023,72.507063
weekday,00:00,01:00,50000023,62000041,70.973179
weekday,00:00,01:00,62000041,50000031,75.751539
weekday,00:00,01:00,50000031,62000041,83.484498
weekday,00:00,01:00,62000041,50000032,80.268051
weekday,00:00,01:00,50000032,62000041,78.950941
weekday,00:00,01:00,62000041,50000033,83.376834
weekday,00:00,01:00,50000033,62000041,91.138338
weekday,00:00,01:00,62000041,50000034,75.832260
weekday,00:00,01:00,50000034,62000041,73.373579
weekday,00:00,01:00,62000041,50000041,86.242558
weekday,00:00,01:00,50000041,62000041,75.950360
weekday,00:00,01:00,62000041,50000042,60.482731
weekday,00:00,01:00,50000042,62000041,72.033723
weekday,00:00,01:00,62000041,50000043,67.705411
weekday,00:00,01:00,50000043,62000041,67.230821
weekday,00:00,01:00,62000041,50000051,87.580649
weekday,00:00,01:00,50000051,62000041,64.968358
weekday,00:00,01:00,62000041,50000052,72.247801
weekday,00:00,01:00,50000052,62000041,61.295928
weekday,00:00,01:00,62000041,50000053,80.423708
weekday,00:00,01:00,50000053,62000041,77.479587
weekday,00:00,01:00,62000041,50000054,70.311474
weekday,00:00,01:00,50000054,62000041,78.727348
weekday,00:00,01:00,62000041,50000055,72.900011
weekday,00:00,01:00,50000055,62000041,62.566535
weekday,00:00,01:00,62000041,50000061,92.284059
weekday,00:00,01:00,50000061,62000041,71.258994
weekday,00:00,01:00,62000041,50000062,59.124222
weekday,00:00,01:00,50000062,62000041,70.621797
weekday,00:00,01:00,62000041,50000071,64.964095
weekday,00:00,01:00,50000071,62000041,56.657910
weekday,00:00,01:00,62000041,50000072,63.622237
weekday,00:00,01:00,50000072,62000041,70.427303
weekday,00:00,01:00,62000041,50000073,96.542944
weekday,00:00,01:00,50000073,62000041,71.829377
weekday,00:00,01:00,62000041,50000074,80.906383
weekday,00:00,01:00,50000074,62000041,79.419878
weekday,00:00,01:00,62000041,50000081,77.616345
weekday,00:00,01:00,50000081,62000041,60.745288
weekday,00:00,01:00,62000041,50000082,76.918799
weekday,00:00,01:00,50000082,62000041,86.665499
weekday,00:00,01:00,62000041,50000083,78.659117
weekday,00:00,01:00,50000083,62000041,76.172046
weekday,00:00,01:00,62000041,50000091,78.922217
weekday,00:00,01:00,50000091,62000041,86.190221
weekday,00:00,01:00,62000041,50000092,75.720664
weekday,00:00,01:00,50000092,62000041,88.843312
weekday,00:00,01:00,62000041,50000093,60.724713
weekday,00:00,01:00,50000093,62000041,80.219249
weekday,00:00,01:00,62000041,50000094,70.872994
weekday,00:00,01:00,50000094,62000041,54.352346
weekday,00:00,01:00,62000042,50000011,65.896468
weekday,00:00,01:00,50000011,62000042,61.504329
weekday,00:00,01:00,62000042,50000012,67.874617
weekday,00:00,01:00,50000012,62000042,77.903347
weekday,00:00,01:00,62000042,50000013,73.427282
weekday,00:00,01:00,50000013,62000042,79.272196
weekday,00:00,01:00,62000042,50000021,88.350360
weekday,00:00,01:00,50000021,62000042,72.181819
weekday,00:00,01:00,62000042,50000022,61.242273
weekday,00:00,01:00,50000022,62000042,89.541594
weekday,00:00,01:00,62000042,50000023,81.968652
weekday,00:00,01:00,50000023,62000042,68.760125
weekday,00:00,01:00,62000042,50000031,89.873549
weekday,00:00,01:00,50000031,62000042,74.059248
weekday,00:00,01:00,62000042,50000032,82.465452
weekday,00:00,01:00,50000032,62000042,87.252323
weekday,00:00,01:00,62000042,50000033,67.848419
weekday,00:00,01:00,50000033,62000042,71.385356
weekday,00:00,01:00,62000042,50000034,72.308386
weekday,00:00,01:00,50000034,62000042,81.346708
weekday,00:00,01:00,62000042,50000041,57.537647
weekday,00:00,01:00,50000041,62000042,78.432020
weekday,00:00,01:00,62000042,50000042,86.445698
weekday,00:00,01:00,50000042,62000042,73.703475
weekday,00:00,01:00,62000042,50000043,66.220682
weekday,00:00,01:00,50000043,62000042,73.660675
weekday,00:00,01:00,62000042,50000051,72.886552
weekday,00:00,01:00,50000051,62000042,80.529845
weekday,00:00,01:00,62000042,50000052,74.013729
weekday,00:00,01:00,50000052,62000042,82.138948
weekday,00:00,01:00,62000042,50000053,69.849174
weekday,00:00,01:00,50000053,62000042,72.851146
weekday,00:00,01:00,62000042,50000054,66.754541
weekday,00:00,01:00,50000054,62000042,62.656208
weekday,00:00,01:00,62000042,50000055,91.942926
weekday,00:00,01:00,50000055,62000042,93.072266
weekday,00:00,01:00,62000042,50000061,78.180641
weekday,00:00,01:00,50000061,62000042,56.940749
weekday,00:00,01:00,62000042,50000062,60.726162
weekday,00:00,01:00,50000062,62000042,76.520640
weekday,00:00,01:00,62000042,50000071,66.823730
weekday,00:00,01:00,50000071,62000042,74.010243
weekday,00:00,01:00,62000042,50000072,61.128332
weekday,00:00,01:00,50000072,62000042,86.782637
weekday,00:00,01:00,62000042,50000073,82.578964
weekday,00:00,01:00,50000073,62000042,62.716114
weekday,00:00,01:00,62000042,50000074,63.288036
weekday,00:00,01:00,50000074,62000042,79.082382
weekday,00:00,01:00,62000042,50000081,70.321106
weekday,00:00,01:00,50000081,62000042,55.829514
weekday,00:00,01:00,62000042,50000082,77.577184
weekday,00:00,01:00,50000082,62000042,88.755924
weekday,00:00,01:00,62000042,50000083,97.606289
weekday,00:00,01:00,50000083,62000042,77.583377
weekday,00:00,01:00,62000042,50000091,85.151054
weekday,00:00,01:00,50000091,62000042,82.161532
weekday,00:00,01:00,62000042,50000092,86.123408
weekday,00:00,01:00,50000092,62000042,80.027066
weekday,00:00,01:00,62000042,50000093,69.458133
weekday,00:00,01:00,50000093,62000042,47.992032
weekday,00:00,01:00,62000042,50000094,65.626484
weekday,00:00,01:00,50000094,62000042,72.748704
weekday,00:00,01:00,62000051,50000011,83.287314
weekday,00:00,01:00,50000011,62000051,73.128705
weekday,00:00,01:00,62000051,50000012,87.206391
weekday,00:00,01:00,50000012,62000051,79.172858
weekday,00:00,01:00,62000051,50000013,63.732511
weekday,00:00,01:00,50000013,62000051,78.610307
weekday,00:00,01:00,62000051,50000021,91.427994
weekday,00:00,01:00,50000021,62000051,79.288580
weekday,00:00,01:00,62000051,50000022,74.931288
weekday,00:00,01:00,50000022,62000051,57.132170
weekday,00:00,01:00,62000051,50000023,75.367310
weekday,00:00,01:00,50000023,62000051,58.901536
weekday,00:00,01:00,62000051,50000031,66.620499
weekday,00:00,01:00,50000031,62000051,90.571652
weekday,00:00,01:00,62000051,50000032,76.749950
weekday,00:00,01:00,50000032,62000051,81.001251
weekday,00:00,01:00,62000051,50000033,82.535038
weekday,00:00,01:00,50000033,62000051,82.090171
weekday,00:00,01:00,62000051,50000034,90.226538
weekday,00:00,01:00,50000034,62000051,79.212667
weekday,00:00,01:00,62000051,50000041,93.438144
weekday,00:00,01:00,50000041,62000051,67.201176
weekday,00:00,01:00,62000051,50000042,49.954272
weekday,00:00,01:00,50000042,62000051,66.990008
weekday,00:00,01:00,62000051,50000043,87.414261
weekday,00:00,01:00,50000043,62000051,73.877149
weekday,00:00,01:00,62000051,50000051,69.781788
weekday,00:00,01:00,50000051,62000051,73.446960
weekday,00:00,01:00,62000051,50000052,80.367347
weekday,00:00,01:00,50000052,62000051,78.004327
weekday,00:00,01:00,62000051,50000053,78.019630
weekday,00:00,01:00,50000053,62000051,79.674937
weekday,00:00,01:00,62000051,50000054,62.725477
weekday,00:00,01:00,50000054,62000051,69.341606
weekday,00:00,01:00,62000051,50000055,85.342221
weekday,00:00,01:00,50000055,62000051,82.624026
weekday,00:00,01:00,62000051,50000061,73.747355
weekday,00:00,01:00,50000061,62000051,80.687333
weekday,00:00,01:00,62000051,50000062,69.410625
weekday,00:00,01:00,50000062,62000051,67.253174
weekday,00:00,01:00,62000051,50000071,84.744571
weekday,00:00,01:00,50000071,62000051,57.710202
weekday,00:00,01:00,62000051,50000072,83.977292
weekday,00:00,01:00,50000072,62000051,87.439836
weekday,00:00,01:00,62000051,50000073,70.331135
weekday,00:00,01:00,50000073,62000051,72.420506
weekday,00:00,01:00,62000051,50000074,70.940783
weekday,00:00,01:00,50000074,62000051,60.560230
weekday,00:00,01:00,62000051,50000081,83.130416
weekday,00:00,01:00,50000081,62000051,78.615318
weekday,00:00,01:00,62000051,50000082,81.089098
weekday,00:00,01:00,50000082,62000051,73.609652
weekday,00:00,01:00,62000051,50000083,89.647890
weekday,00:00,01:00,50000083,62000051,60.448416
weekday,00:00,01:00,62000051,50000091,87.897125
weekday,00:00,01:00,50000091,62000051,79.237052
weekday,00:00,01:00,62000051,50000092,72.305455
weekday,00:00,01:00,50000092,62000051,98.947590
weekday,00:00,01:00,62000051,50000093,77.782388
weekday,00:00,01:00,50000093,62000051,62.765737
weekday,00:00,01:00,62000051,50000094,73.703382
weekday,00:00,01:00,50000094,62000051,80.624455
weekday,00:00,01:00,62000052,50000011,72.776324
weekday,00:00,01:00,50000011,62000052,59.369743
weekday,00:00,01:00,62000052,50000012,93.290343
weekday,00:00,01:00,50000012,62000052,68.795595
weekday,00:00,01:00,62000052,50000013,80.437114
weekday,00:00,01:00,50000013,62000052,69.699603
weekday,00:00,01:00,62000052,50000021,65.077494
weekday,00:00,01:00,50000021,62000052,89.746846
weekday,00:00,01:00,62000052,50000022,74.501943
weekday,00:00,01:00,50000022,62000052,85.917044
weekday,00:00,01:00,62000052,50000023,84.394698
weekday,00:00,01:00,50000023,62000052,66.491408
weekday,00:00,01:00,62000052,50000031,87.195494
weekday,00:00,01:00,50000031,62000052,58.337996
weekday,00:00,01:00,62000052,50000032,65.220305
weekday,00:00,01:00,50000032,62000052,84.791874
weekday,00:00,01:00,62000052,50000033,91.102628
weekday,00:00,01:00,50000033,62000052,79.037660
weekday,00:00,01:00,62000052,50000034,87.550013
weekday,00:00,01:00,50000034,62000052,77.003568
weekday,00:00,01:00,62000052,50000041,85.911061
