"day","time_start","time_end","area_level","origin_code","origin_sta_code","destination_code","destination_sta_code","load"
"weekday",15:00,16:00,"stat-area",6200,412,5000,736,195.6
"weekday",15:00,16:00,"stat-area",5000,714,6200,315,42
"weekday",15:00,16:00,"stat-area",5000,235,6200,313,42
"weekday",15:00,16:00,"stat-area",6200,113,5000,832,8.4
"weekday",15:00,16:00,"stat-area",6200,423,5000,713,8.4
"weekday",15:00,16:00,"stat-area",5000,813,6200,421,42
"weekday",15:00,16:00,"stat-area",5000,613,6200,225,42
"weekday",15:00,16:00,"stat-area",5000,532,6200,224,42
"weekday",15:00,16:00,"stat-area",5000,613,6200,221,42
"weekday",15:00,16:00,"stat-area",5000,823,6200,321,42
"weekday",15:00,16:00,"stat-area",5000,911,6200,113,42
"weekday",15:00,16:00,"stat-area",5000,117,6200,221,42
"weekday",15:00,16:00,"stat-area",5000,335,6200,312,42
"weekday",15:00,16:00,"stat-area",5000,125,6200,214,42
"weekday",15:00,16:00,"stat-area",6200,212,5000,935,8.4
"weekday",15:00,16:00,"stat-area",5000,821,6200,114,42
"weekday",15:00,16:00,"stat-area",6200,411,5000,747,8.4
"weekday",15:00,16:00,"stat-area",5000,347,6200,316,42
"weekday",15:00,16:00,"stat-area",5000,744,6200,514,42
"weekday",15:00,16:00,"stat-area",5000,712,6200,212,42
"weekday",15:00,16:00,"stat-area",5000,338,6200,322,42
"weekday",15:00,16:00,"stat-area",6200,321,5000,626,8.4
"weekday",15:00,16:00,"stat-area",6200,523,5000,831,8.4
"weekday",15:00,16:00,"stat-area",6200,522,5000,747,8.4
"weekday",15:00,16:00,"stat-area",5000,724,6200,222,42
"weekday",15:00,16:00,"stat-area",5000,114,6200,422,42
"weekday",15:00,16:00,"stat-area",5000,136,6200,226,42
"weekday",15:00,16:00,"stat-area",5000,233,6200,321,42
"weekday",15:00,16:00,"stat-area",5000,312,6200,423,42
"weekday",15:00,16:00,"stat-area",6200,212,5000,722,8.4
"weekday",15:00,16:00,"stat-area",5000,815,6200,412,42
"weekday",15:00,16:00,"stat-area",5000,813,6200,215,42
"weekday",15:00,16:00,"stat-area",5000,816,6200,217,42
"weekday",15:00,16:00,"stat-area",5000,343,6200,513,42
"weekday",15:00,16:00,"stat-area",5000,931,6200,423,42
"weekday",15:00,16:00,"stat-area",6200,411,5000,928,8.4
"weekday",15:00,16:00,"stat-area",5000,946,6200,412,42
"weekday",15:00,16:00,"stat-area",5000,324,6200,225,42
"weekday",15:00,16:00,"stat-area",6200,322,5000,522,8.4
"weekday",15:00,16:00,"stat-area",6200,226,5000,338,8.4
"weekday",15:00,16:00,"stat-area",5000,913,6200,511,42
"weekday",15:00,16:00,"stat-area",5000,134,6200,322,42
"weekday",15:00,16:00,"stat-area",6200,222,5000,925,8.4
"weekday",15:00,16:00,"stat-area",5000,921,6200,512,42
"weekday",15:00,16:00,"stat-area",5000,532,6200,413,42
"weekday",15:00,16:00,"stat-area",6200,214,5000,312,8.4
"weekday",15:00,16:00,"stat-area",5000,923,6200,212,42
"weekday",15:00,16:00,"stat-area",6200,226,5000,336,8.4
"weekday",15:00,16:00,"stat-area",6200,228,5000,412,8.4
"weekday",15:00,16:00,"stat-area",6200,311,5000,324,8.4
"weekday",15:00,16:00,"stat-area",5000,732,6200,423,42
"weekday",15:00,16:00,"stat-area",5000,736,6200,322,42
"weekday",15:00,16:00,"stat-area",5000,713,6200,212,42
"weekday",15:00,16:00,"stat-area",6200,228,5000,136,8.4
"weekday",15:00,16:00,"stat-area",5000,413,6200,316,42
"weekday",15:00,16:00,"stat-area",6200,321,5000,731,8.4
"weekday",15:00,16:00,"stat-area",6200,511,5000,621,8.4
"weekday",15:00,16:00,"stat-area",5000,512,6200,523,42
"weekday",15:00,16:00,"stat-area",5000,316,6200,217,42
"weekday",15:00,16:00,"stat-area",5000,743,6200,114,42
"weekday",15:00,16:00,"stat-area",5000,335,6200,316,42
"weekday",15:00,16:00,"stat-area",5000,311,6200,228,42
"weekday",15:00,16:00,"stat-area",5000,335,6200,214,42
"weekday",15:00,16:00,"stat-area",5000,136,6200,111,42
"weekday",15:00,16:00,"stat-area",6200,225,5000,626,8.4
"weekday",15:00,16:00,"stat-area",5000,234,6200,312,42
"weekday",15:00,16:00,"stat-area",5000,533,6200,312,42
"weekday",15:00,16:00,"stat-area",6200,421,5000,515,8.4
"weekday",15:00,16:00,"stat-area",5000,337,6200,512,42
"weekday",15:00,16:00,"stat-area",5000,337,6200,227,42
"weekday",15:00,16:00,"stat-area",5000,115,6200,113,42
"weekday",15:00,16:00,"stat-area",6200,113,5000,532,8.4
"weekday",15:00,16:00,"stat-area",6200,112,5000,734,8.4
"weekday",15:00,16:00,"stat-area",5000,912,6200,222,42
"weekday",15:00,16:00,"stat-area",5000,721,6200,311,42
"weekday",15:00,16:00,"stat-area",6200,321,5000,923,8.4
"weekday",15:00,16:00,"stat-area",5000,124,6200,114,42
"weekday",15:00,16:00,"stat-area",5000,724,6200,215,42
"weekday",15:00,16:00,"stat-area",5000,135,6200,215,42
"weekday",15:00,16:00,"stat-area",6200,213,5000,936,8.4
"weekday",15:00,16:00,"stat-area",5000,748,6200,512,42
"weekday",15:00,16:00,"stat-area",5000,831,6200,222,42
"weekday",15:00,16:00,"stat-area",6200,221,5000,435,8.4
"weekday",15:00,16:00,"stat-area",6200,111,5000,928,8.4
"weekday",15:00,16:00,"stat-area",5000,513,6200,312,42
"weekday",15:00,16:00,"stat-area",6200,313,5000,212,8.4
"weekday",15:00,16:00,"stat-area",5000,947,6200,228,42
"weekday",15:00,16:00,"stat-area",5000,523,6200,214,42
"weekday",15:00,16:00,"stat-area",6200,212,5000,532,8.4
"weekday",15:00,16:00,"stat-area",5000,744,6200,212,42
"weekday",15:00,16:00,"stat-area",6200,223,5000,914,8.4
"weekday",15:00,16:00,"stat-area",6200,522,5000,935,8.4
"weekday",15:00,16:00,"stat-area",6200,411,5000,715,8.4
"weekday",15:00,16:00,"stat-area",6200,214,5000,333,8.4
"weekday",15:00,16:00,"stat-area",5000,722,6200,222,42
"weekday",15:00,16:00,"stat-area",6200,111,5000,823,8.4
"weekday",15:00,16:00,"stat-area",6200,413,5000,435,8.4
"weekday",15:00,16:00,"stat-area",6200,322,5000,433,8.4
"weekday",15:00,16:00,"stat-area",5000,822,6200,316,42
"weekday",15:00,16:00,"stat-area",5000,516,6200,112,42
"weekday",15:00,16:00,"stat-area",5000,725,6200,112,42
"weekday",15:00,16:00,"stat-area",6200,315,5000,521,8.4
"weekday",15:00,16:00,"stat-area",5000,135,6200,228,42
"weekday",15:00,16:00,"stat-area",5000,552,6200,213,42
"weekday",15:00,16:00,"stat-area",5000,815,6200,114,42
"weekday",15:00,16:00,"stat-area",5000,715,6200,221,42
"weekday",15:00,16:00,"stat-area",5000,725,6200,321,42
"weekday",15:00,16:00,"stat-area",6200,312,5000,833,8.4
"weekday",15:00,16:00,"stat-area",6200,316,5000,725,8.4
"weekday",15:00,16:00,"stat-area",5000,533,6200,316,42
"weekday",15:00,16:00,"stat-area",5000,915,6200,113,42
"weekday",15:00,16:00,"stat-area",6200,316,5000,734,8.4
"weekday",15:00,16:00,"stat-area",5000,532,6200,114,42
"weekday",15:00,16:00,"stat-area",5000,434,6200,213,42
"weekday",15:00,16:00,"stat-area",6200,214,5000,832,8.4
"weekday",15:00,16:00,"stat-area",5000,833,6200,423,42
"weekday",15:00,16:00,"stat-area",5000,516,6200,523,42
"weekday",15:00,16:00,"stat-area",5000,543,6200,321,42
"weekday",15:00,16:00,"stat-area",5000,411,6200,514,42
"weekday",15:00,16:00,"stat-area",5000,724,6200,115,42
"weekday",15:00,16:00,"stat-area",6200,521,5000,515,8.4
"weekday",15:00,16:00,"stat-area",6200,222,5000,333,8.4
"weekday",15:00,16:00,"stat-area",6200,227,5000,621,8.4
"weekday",15:00,16:00,"stat-area",6200,115,5000,336,8.4
"weekday",15:00,16:00,"stat-area",5000,115,6200,213,42
"weekday",15:00,16:00,"stat-area",6200,114,5000,937,8.4
"weekday",15:00,16:00,"stat-area",6200,222,5000,811,8.4
"weekday",15:00,16:00,"stat-area",5000,911,6200,411,42
"weekday",15:00,16:00,"stat-area",5000,433,6200,322,42
"weekday",15:00,16:00,"stat-area",5000,424,6200,214,42
"weekday",15:00,16:00,"stat-area",5000,542,6200,215,42
"weekday",15:00,16:00,"stat-area",6200,412,5000,826,8.4
"weekday",15:00,16:00,"stat-area",5000,415,6200,511,42
"weekday",15:00,16:00,"stat-area",5000,911,6200,321,42
"weekday",15:00,16:00,"stat-area",6200,113,5000,928,8.4
"weekday",15:00,16:00,"stat-area",6200,312,5000,135,8.4
"weekday",15:00,16:00,"stat-area",6200,312,5000,621,8.4
"weekday",15:00,16:00,"stat-area",6200,412,5000,746,8.4
"weekday",15:00,16:00,"stat-area",5000,743,6200,115,42
"weekday",15:00,16:00,"stat-area",5000,722,6200,413,42
"weekday",15:00,16:00,"stat-area",5000,135,6200,413,42
"weekday",15:00,16:00,"stat-area",6200,322,5000,747,8.4
"weekday",15:00,16:00,"stat-area",6200,114,5000,541,8.4
"weekday",15:00,16:00,"stat-area",5000,927,6200,111,42
"weekday",15:00,16:00,"stat-area",6200,115,5000,731,8.4
"weekday",15:00,16:00,"stat-area",6200,114,5000,613,8.4
"weekday",15:00,16:00,"stat-area",6200,412,5000,812,8.4
"weekday",15:00,16:00,"stat-area",6200,423,5000,736,8.4
"weekday",15:00,16:00,"stat-area",6200,111,5000,816,8.4
"weekday",15:00,16:00,"stat-area",5000,312,6200,214,42
"weekday",15:00,16:00,"stat-area",5000,135,6200,421,42
"weekday",15:00,16:00,"stat-area",6200,222,5000,437,8.4
"weekday",15:00,16:00,"stat-area",5000,542,6200,422,42
"weekday",15:00,16:00,"stat-area",6200,413,5000,533,8.4
"weekday",15:00,16:00,"stat-area",6200,214,5000,913,8.4
"weekday",15:00,16:00,"stat-area",6200,213,5000,435,8.4
"weekday",15:00,16:00,"stat-area",6200,321,5000,516,8.4
"weekday",15:00,16:00,"stat-area",6200,115,5000,324,8.4
"weekday",15:00,16:00,"stat-area",6200,522,5000,743,8.4
"weekday",15:00,16:00,"stat-area",5000,431,6200,223,42
"weekday",15:00,16:00,"stat-area",5000,812,6200,227,42
"weekday",15:00,16:00,"stat-area",5000,117,6200,313,42
"weekday",15:00,16:00,"stat-area",6200,311,5000,725,8.4
"weekday",15:00,16:00,"stat-area",5000,113,6200,314,42
"weekday",15:00,16:00,"stat-area",5000,431,6200,212,42
"weekday",15:00,16:00,"stat-area",5000,813,6200,221,42
"weekday",15:00,16:00,"stat-area",6200,316,5000,427,8.4
"weekday",15:00,16:00,"stat-area",5000,745,6200,225,42
"weekday",15:00,16:00,"stat-area",6200,315,5000,735,8.4
"weekday",15:00,16:00,"stat-area",5000,928,6200,114,42
"weekday",15:00,16:00,"stat-area",5000,815,6200,224,42
"weekday",15:00,16:00,"stat-area",6200,522,5000,811,8.4
"weekday",15:00,16:00,"stat-area",6200,223,5000,748,8.4
"weekday",15:00,16:00,"stat-area",5000,612,6200,314,42
"weekday",15:00,16:00,"stat-area",5000,411,6200,412,42
"weekday",15:00,16:00,"stat-area",5000,233,6200,213,42
"weekday",15:00,16:00,"stat-area",5000,134,6200,413,42
"weekday",15:00,16:00,"stat-area",6200,421,5000,346,8.4
"weekday",15:00,16:00,"stat-area",5000,713,6200,221,42
"weekday",15:00,16:00,"stat-area",6200,523,5000,911,8.4
"weekday",15:00,16:00,"stat-area",5000,422,6200,214,42
"weekday",15:00,16:00,"stat-area",5000,516,6200,314,42
"weekday",15:00,16:00,"stat-area",6200,421,5000,216,8.4
"weekday",15:00,16:00,"stat-area",5000,935,6200,225,42
"weekday",15:00,16:00,"stat-area",5000,216,6200,113,42
"weekday",15:00,16:00,"stat-area",5000,347,6200,511,42
"weekday",15:00,16:00,"stat-area",5000,923,6200,413,42
"weekday",15:00,16:00,"stat-area",6200,421,5000,543,8.4
"weekday",15:00,16:00,"stat-area",6200,226,5000,713,8.4
"weekday",15:00,16:00,"stat-area",5000,915,6200,513,42
"weekday",15:00,16:00,"stat-area",5000,347,6200,113,42
"weekday",15:00,16:00,"stat-area",6200,412,5000,832,8.4
"weekday",15:00,16:00,"stat-area",5000,922,6200,411,42
"weekday",15:00,16:00,"stat-area",5000,922,6200,512,42
"weekday",15:00,16:00,"stat-area",5000,711,6200,321,42
"weekday",15:00,16:00,"stat-area",5000,931,6200,521,42
"weekday",15:00,16:00,"stat-area",6200,312,5000,136,8.4
"weekday",15:00,16:00,"stat-area",6200,114,5000,735,8.4
"weekday",15:00,16:00,"stat-area",5000,746,6200,213,42
"weekday",15:00,16:00,"stat-area",5000,743,6200,421,42
"weekday",15:00,16:00,"stat-area",6200,314,5000,712,8.4
"weekday",15:00,16:00,"stat-area",6200,512,5000,344,8.4
"weekday",15:00,16:00,"stat-area",5000,942,6200,226,42
"weekday",15:00,16:00,"stat-area",6200,312,5000,712,8.4
"weekday",15:00,16:00,"stat-area",5000,124,6200,523,42
"weekday",15:00,16:00,"stat-area",6200,112,5000,613,8.4
"weekday",15:00,16:00,"stat-area",5000,712,6200,413,42
"weekday",15:00,16:00,"stat-area",5000,736,6200,411,42
"weekday",15:00,16:00,"stat-area",5000,734,6200,228,42
"weekday",15:00,16:00,"stat-area",5000,725,6200,322,42
"weekday",15:00,16:00,"stat-area",6200,214,5000,812,8.4
"weekday",15:00,16:00,"stat-area",5000,825,6200,411,42
"weekday",15:00,16:00,"stat-area",5000,431,6200,314,42
"weekday",15:00,16:00,"stat-area",5000,715,6200,214,42
"weekday",15:00,16:00,"stat-area",5000,735,6200,213,42
"weekday",15:00,16:00,"stat-area",6200,228,5000,722,8.4
"weekday",15:00,16:00,"stat-area",5000,941,6200,114,42
"weekday",15:00,16:00,"stat-area",5000,712,6200,322,42
"weekday",15:00,16:00,"stat-area",6200,423,5000,715,8.4
"weekday",15:00,16:00,"stat-area",5000,621,6200,412,42
"weekday",15:00,16:00,"stat-area",5000,521,6200,214,42
"weekday",15:00,16:00,"stat-area",6200,213,5000,748,8.4
"weekday",15:00,16:00,"stat-area",5000,513,6200,311,42
"weekday",15:00,16:00,"stat-area",5000,915,6200,422,42
"weekday",15:00,16:00,"stat-area",5000,511,6200,215,42
"weekday",15:00,16:00,"stat-area",5000,831,6200,513,42
"weekday",15:00,16:00,"stat-area",5000,714,6200,421,42
"weekday",15:00,16:00,"stat-area",5000,826,6200,522,42
"weekday",15:00,16:00,"stat-area",5000,743,6200,223,42
"weekday",15:00,16:00,"stat-area",5000,514,6200,113,42
"weekday",15:00,16:00,"stat-area",6200,316,5000,731,8.4
"weekday",15:00,16:00,"stat-area",5000,736,6200,215,42
"weekday",15:00,16:00,"stat-area",5000,723,6200,111,42
"weekday",15:00,16:00,"stat-area",5000,928,6200,521,42
"weekday",15:00,16:00,"stat-area",5000,913,6200,313,42
"weekday",15:00,16:00,"stat-area",6200,212,5000,814,8.4
"weekday",15:00,16:00,"stat-area",5000,722,6200,226,42
"weekday",15:00,16:00,"stat-area",5000,326,6200,226,42
"weekday",15:00,16:00,"stat-area",5000,812,6200,313,42
"weekday",15:00,16:00,"stat-area",5000,431,6200,513,42
"weekday",15:00,16:00,"stat-area",5000,713,6200,115,42
"weekday",15:00,16:00,"stat-area",5000,214,6200,522,42
"weekday",15:00,16:00,"stat-area",5000,745,6200,311,42
"weekday",15:00,16:00,"stat-area",5000,911,6200,316,42
"weekday",15:00,16:00,"stat-area",6200,413,5000,338,8.4
"weekday",15:00,16:00,"stat-area",5000,212,6200,312,42
"weekday",15:00,16:00,"stat-area",5000,929,6200,225,42
"weekday",15:00,16:00,"stat-area",5000,427,6200,313,42
"weekday",15:00,16:00,"stat-area",6200,314,5000,115,8.4
"weekday",15:00,16:00,"stat-area",5000,826,6200,312,42
"weekday",15:00,16:00,"stat-area",5000,431,6200,422,42
"weekday",15:00,16:00,"stat-area",5000,515,6200,215,42
"weekday",15:00,16:00,"stat-area",5000,325,6200,511,42
"weekday",15:00,16:00,"stat-area",6200,313,5000,133,8.4
"weekday",15:00,16:00,"stat-area",5000,342,6200,217,42
"weekday",15:00,16:00,"stat-area",6200,114,5000,725,8.4
"weekday",15:00,16:00,"stat-area",5000,715,6200,313,42
"weekday",15:00,16:00,"stat-area",6200,411,5000,713,8.4
"weekday",15:00,16:00,"stat-area",6200,413,5000,437,8.4
"weekday",15:00,16:00,"stat-area",5000,434,6200,421,42
"weekday",15:00,16:00,"stat-area",5000,435,6200,321,42
"weekday",15:00,16:00,"stat-area",6200,215,5000,312,8.4
"weekday",15:00,16:00,"stat-area",6200,214,5000,557,8.4
"weekday",15:00,16:00,"stat-area",6200,311,5000,412,8.4
"weekday",15:00,16:00,"stat-area",5000,136,6200,212,42
"weekday",15:00,16:00,"stat-area",5000,715,6200,315,42
"weekday",15:00,16:00,"stat-area",5000,735,6200,311,42
"weekday",15:00,16:00,"stat-area",6200,512,5000,725,8.4
"weekday",15:00,16:00,"stat-area",5000,927,6200,215,42
"weekday",15:00,16:00,"stat-area",5000,833,6200,321,42
"weekday",15:00,16:00,"stat-area",5000,335,6200,321,42
"weekday",15:00,16:00,"stat-area",5000,826,6200,512,42
"weekday",15:00,16:00,"stat-area",5000,234,6200,215,42
"weekday",15:00,16:00,"stat-area",5000,823,6200,413,42
"weekday",15:00,16:00,"stat-area",5000,234,6200,113,42
"weekday",15:00,16:00,"stat-area",5000,832,6200,315,42
"weekday",15:00,16:00,"stat-area",5000,557,6200,223,42
"weekday",15:00,16:00,"stat-area",5000,732,6200,228,42
"weekday",15:00,16:00,"stat-area",5000,314,6200,217,42
"weekday",15:00,16:00,"stat-area",6200,228,5000,437,8.4
"weekday",15:00,16:00,"stat-area",5000,914,6200,523,42
"weekday",15:00,16:00,"stat-area",6200,114,5000,134,8.4
"weekday",15:00,16:00,"stat-area",5000,927,6200,113,42
"weekday",15:00,16:00,"stat-area",6200,212,5000,823,8.4
"weekday",15:00,16:00,"stat-area",5000,927,6200,313,42
"weekday",15:00,16:00,"stat-area",5000,621,6200,213,42
"weekday",15:00,16:00,"stat-area",5000,937,6200,522,42
"weekday",15:00,16:00,"stat-area",5000,132,6200,313,42
"weekday",15:00,16:00,"stat-area",5000,338,6200,313,42
"weekday",15:00,16:00,"stat-area",5000,216,6200,422,42
"weekday",15:00,16:00,"stat-area",5000,814,6200,221,42
"weekday",15:00,16:00,"stat-area",6200,111,5000,412,8.4
"weekday",15:00,16:00,"stat-area",5000,521,6200,226,42
"weekday",15:00,16:00,"stat-area",6200,111,5000,333,8.4
"weekday",15:00,16:00,"stat-area",6200,223,5000,312,8.4
"weekday",15:00,16:00,"stat-area",5000,933,6200,512,42
"weekday",15:00,16:00,"stat-area",6200,224,5000,136,8.4
"weekday",15:00,16:00,"stat-area",5000,824,6200,113,42
"weekday",15:00,16:00,"stat-area",6200,114,5000,941,8.4
"weekday",15:00,16:00,"stat-area",5000,713,6200,411,42
"weekday",15:00,16:00,"stat-area",5000,732,6200,115,42
"weekday",15:00,16:00,"stat-area",5000,747,6200,215,42
"weekday",15:00,16:00,"stat-area",6200,513,5000,713,8.4
"weekday",15:00,16:00,"stat-area",5000,722,6200,511,42
"weekday",15:00,16:00,"stat-area",6200,313,5000,744,8.4
"weekday",15:00,16:00,"stat-area",5000,348,6200,228,42
"weekday",15:00,16:00,"stat-area",6200,513,5000,555,8.4
"weekday",15:00,16:00,"stat-area",5000,514,6200,228,42
"weekday",15:00,16:00,"stat-area",6200,114,5000,511,8.4
"weekday",15:00,16:00,"stat-area",6200,322,5000,822,8.4
"weekday",15:00,16:00,"stat-area",5000,531,6200,227,42
"weekday",15:00,16:00,"stat-area",5000,334,6200,316,42
"weekday",15:00,16:00,"stat-area",5000,923,6200,223,42
"weekday",15:00,16:00,"stat-area",5000,235,6200,213,42
"weekday",15:00,16:00,"stat-area",6200,114,5000,133,8.4
"weekday",15:00,16:00,"stat-area",5000,934,6200,322,42
"weekday",15:00,16:00,"stat-area",6200,421,5000,113,8.4
"weekday",15:00,16:00,"stat-area",5000,214,6200,212,42
"weekday",15:00,16:00,"stat-area",5000,736,6200,224,42
"weekday",15:00,16:00,"stat-area",6200,411,5000,335,8.4
"weekday",15:00,16:00,"stat-area",5000,921,6200,113,42
"weekday",15:00,16:00,"stat-area",6200,224,5000,942,8.4
"weekday",15:00,16:00,"stat-area",6200,316,5000,133,8.4
"weekday",15:00,16:00,"stat-area",5000,744,6200,217,42
"weekday",15:00,16:00,"stat-area",6200,113,5000,811,8.4
"weekday",15:00,16:00,"stat-area",5000,747,6200,111,42
"weekday",15:00,16:00,"stat-area",6200,115,5000,344,8.4
"weekday",15:00,16:00,"stat-area",5000,521,6200,312,42
"weekday",15:00,16:00,"stat-area",6200,521,5000,833,8.4
"weekday",15:00,16:00,"stat-area",6200,224,5000,936,8.4
"weekday",15:00,16:00,"stat-area",6200,115,5000,424,8.4
"weekday",15:00,16:00,"stat-area",5000,511,6200,311,42
"weekday",15:00,16:00,"stat-area",5000,521,6200,522,42
"weekday",15:00,16:00,"stat-area",5000,743,6200,322,42
"weekday",15:00,16:00,"stat-area",6200,316,5000,928,8.4
"weekday",15:00,16:00,"stat-area",6200,316,5000,613,8.4
"weekday",15:00,16:00,"stat-area",6200,217,5000,427,8.4
"weekday",15:00,16:00,"stat-area",5000,721,6200,315,42
"weekday",15:00,16:00,"stat-area",5000,722,6200,316,42
"weekday",15:00,16:00,"stat-area",6200,315,5000,611,8.4
"weekday",15:00,16:00,"stat-area",5000,338,6200,423,42
"weekday",15:00,16:00,"stat-area",6200,512,5000,541,8.4
"weekday",15:00,16:00,"stat-area",6200,223,5000,744,8.4
"weekday",15:00,16:00,"stat-area",5000,816,6200,226,42
"weekday",15:00,16:00,"stat-area",5000,734,6200,412,42
"weekday",15:00,16:00,"stat-area",6200,227,5000,213,8.4
"weekday",15:00,16:00,"stat-area",5000,431,6200,411,42
"weekday",15:00,16:00,"stat-area",6200,421,5000,928,8.4
"weekday",15:00,16:00,"stat-area",5000,722,6200,313,42
"weekday",15:00,16:00,"stat-area",6200,115,5000,223,8.4
"weekday",15:00,16:00,"stat-area",5000,337,6200,114,42
"weekday",15:00,16:00,"stat-area",5000,746,6200,224,42
"weekday",15:00,16:00,"stat-area",6200,212,5000,913,8.4
"weekday",15:00,16:00,"stat-area",6200,212,5000,435,8.4
"weekday",15:00,16:00,"stat-area",5000,411,6200,115,42
"weekday",15:00,16:00,"stat-area",6200,511,5000,721,8.4
"weekday",15:00,16:00,"stat-area",6200,114,5000,715,8.4
"weekday",15:00,16:00,"stat-area",5000,511,6200,214,42
"weekday",15:00,16:00,"stat-area",5000,745,6200,223,42
"weekday",15:00,16:00,"stat-area",6200,228,5000,321,8.4
"weekday",15:00,16:00,"stat-area",5000,342,6200,212,42
"weekday",15:00,16:00,"stat-area",5000,513,6200,115,42
"weekday",15:00,16:00,"stat-area",6200,312,5000,711,8.4
"weekday",15:00,16:00,"stat-area",6200,514,5000,626,8.4
"weekday",15:00,16:00,"stat-area",5000,722,6200,513,42
"weekday",15:00,16:00,"stat-area",5000,747,6200,113,42
"weekday",15:00,16:00,"stat-area",6200,215,5000,437,8.4
"weekday",15:00,16:00,"stat-area",5000,735,6200,511,42
"weekday",15:00,16:00,"stat-area",6200,513,5000,612,8.4
"weekday",15:00,16:00,"stat-area",5000,347,6200,311,42
"weekday",15:00,16:00,"stat-area",6200,315,5000,621,8.4
"weekday",15:00,16:00,"stat-area",5000,922,6200,228,42
"weekday",15:00,16:00,"stat-area",6200,312,5000,736,8.4
"weekday",15:00,16:00,"stat-area",5000,914,6200,422,42
"weekday",15:00,16:00,"stat-area",5000,714,6200,322,42
"weekday",15:00,16:00,"stat-area",6200,313,5000,552,8.4
"weekday",15:00,16:00,"stat-area",5000,341,6200,212,42
"weekday",15:00,16:00,"stat-area",6200,321,5000,311,8.4
"weekday",15:00,16:00,"stat-area",5000,934,6200,217,42
"weekday",15:00,16:00,"stat-area",6200,115,5000,514,8.4
"weekday",15:00,16:00,"stat-area",5000,743,6200,228,42
"weekday",15:00,16:00,"stat-area",5000,833,6200,114,42
"weekday",15:00,16:00,"stat-area",5000,531,6200,521,42
"weekday",15:00,16:00,"stat-area",6200,413,5000,815,8.4
"weekday",15:00,16:00,"stat-area",5000,911,6200,521,42
"weekday",15:00,16:00,"stat-area",5000,345,6200,421,42
"weekday",15:00,16:00,"stat-area",6200,412,5000,626,8.4
"weekday",15:00,16:00,"stat-area",5000,811,6200,412,42
"weekday",15:00,16:00,"stat-area",6200,423,5000,735,8.4
"weekday",15:00,16:00,"stat-area",5000,411,6200,314,42
"weekday",15:00,16:00,"stat-area",6200,316,5000,715,8.4
"weekday",15:00,16:00,"stat-area",5000,427,6200,212,42
"weekday",15:00,16:00,"stat-area",5000,511,6200,222,42
"weekday",15:00,16:00,"stat-area",5000,916,6200,421,42
"weekday",15:00,16:00,"stat-area",5000,822,6200,311,42
"weekday",15:00,16:00,"stat-area",5000,437,6200,227,42
"weekday",15:00,16:00,"stat-area",5000,748,6200,311,42
"weekday",15:00,16:00,"stat-area",5000,743,6200,315,42
"weekday",15:00,16:00,"stat-area",6200,114,5000,748,8.4
"weekday",15:00,16:00,"stat-area",6200,412,5000,922,8.4
"weekday",15:00,16:00,"stat-area",5000,347,6200,217,42
"weekday",15:00,16:00,"stat-area",5000,324,6200,313,42
"weekday",15:00,16:00,"stat-area",5000,324,6200,222,42
"weekday",15:00,16:00,"stat-area",5000,733,6200,221,42
"weekday",15:00,16:00,"stat-area",6200,312,5000,816,8.4
"weekday",15:00,16:00,"stat-area",5000,516,6200,522,42
"weekday",15:00,16:00,"stat-area",6200,321,5000,831,8.4
"weekday",15:00,16:00,"stat-area",6200,513,5000,613,8.4
"weekday",15:00,16:00,"stat-area",6200,514,5000,231,8.4
"weekday",15:00,16:00,"stat-area",5000,543,6200,111,42
"weekday",15:00,16:00,"stat-area",6200,313,5000,135,8.4
"weekday",15:00,16:00,"stat-area",5000,521,6200,512,42
"weekday",15:00,16:00,"stat-area",6200,316,5000,714,8.4
"weekday",15:00,16:00,"stat-area",5000,613,6200,115,42
"weekday",15:00,16:00,"stat-area",5000,521,6200,114,42
"weekday",15:00,16:00,"stat-area",6200,217,5000,725,8.4
"weekday",15:00,16:00,"stat-area",5000,748,6200,413,42
"weekday",15:00,16:00,"stat-area",5000,712,6200,111,42
"weekday",15:00,16:00,"stat-area",6200,313,5000,117,8.4
"weekday",15:00,16:00,"stat-area",5000,235,6200,322,42
"weekday",15:00,16:00,"stat-area",5000,613,6200,312,42
"weekday",15:00,16:00,"stat-area",5000,557,6200,316,42
"weekday",15:00,16:00,"stat-area",5000,747,6200,411,42
"weekday",15:00,16:00,"stat-area",5000,544,6200,512,42
"weekday",15:00,16:00,"stat-area",5000,735,6200,522,42
"weekday",15:00,16:00,"stat-area",5000,927,6200,114,42
"weekday",15:00,16:00,"stat-area",5000,926,6200,114,42
"weekday",15:00,16:00,"stat-area",6200,228,5000,214,8.4
"weekday",15:00,16:00,"stat-area",5000,522,6200,111,42
"weekday",15:00,16:00,"stat-area",6200,316,5000,626,8.4
"weekday",15:00,16:00,"stat-area",5000,135,6200,315,42
"weekday",15:00,16:00,"stat-area",5000,311,6200,421,42
"weekday",15:00,16:00,"stat-area",5000,746,6200,421,42
"weekday",15:00,16:00,"stat-area",5000,814,6200,514,42
"weekday",15:00,16:00,"stat-area",6200,313,5000,434,8.4
"weekday",15:00,16:00,"stat-area",6200,112,5000,552,8.4
"weekday",15:00,16:00,"stat-area",5000,735,6200,512,42
"weekday",15:00,16:00,"stat-area",6200,222,5000,723,8.4
"weekday",15:00,16:00,"stat-area",5000,541,6200,512,42
